gene,median_log2fc,combined_p,significant_fraction,evidence_score,gene_name,gene_type,aliases,gene_summary,go_terms,pathways,known_ad_evidence,ad_evidence_type,amyloid_related,tau_related,neuroinflammation_related,synaptic_related,rna_processing_related,literature_notes
SLC38A2,0.5004470268434797,0.0005295908253427,0.3333333333333333,0.4170391890362331,solute carrier family 38 member 2,protein-coding,ATA2; PRO1068; SAT2; SNAT2,"Enables neutral amino acid:sodium symporter activity. Involved in several processes, including amino acid transport; cellular response to arsenite(3-); and positive regulation of RNA splicing. Located in cytoplasm and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]","L-asparagine:sodium symporter activity; L-glutamine import across plasma membrane; L-glutamine transmembrane transporter activity; L-glutamine transport; L-proline import across plasma membrane; L-serine import across plasma membrane; L-serine transmembrane transporter activity; L-serine transport; acidic amino acid transmembrane transporter activity; acidic amino acid transport; alanine transport; alanine:sodium symporter activity; amino acid import; amino acid transmembrane transport; amino acid transmembrane transporter activity; amino acid transport; amino acid:sodium symporter activity; asparagine transport; axon; brush border; cellular response to amino acid starvation; cellular response to arsenite(3-); cellular response to mechanical stimulus; cerebral cortex development; cytoplasm; dendrite; female pregnancy; glycine betaine transport; glycine transport; glycine:sodium symporter activity; neuronal cell body; neurotransmitter transport; neutral L-amino acid transmembrane transporter activity; neutral L-amino acid:sodium symporter activity; neutral amino acid transport; plasma membrane; positive regulation of RNA splicing; positive regulation of gene expression; proline transport; proline:sodium symporter activity; protein binding; regulation of cellular response to stress; regulation of glutamate secretion, neurotransmission; response to muscle activity; sarcolemma; sodium ion transmembrane transport; transport across blood-brain barrier",kegg: GABAergic synapse - Homo sapiens (human); kegg: Glutamatergic synapse - Homo sapiens (human); kegg: Protein digestion and absorption - Homo sapiens (human); netpath: EGFR1; reactome: Amino acid transport across the plasma membrane; reactome: Glutamate Neurotransmitter Release Cycle; reactome: Neuronal System; reactome: Neurotransmitter release cycle; reactome: SLC-mediated transmembrane transport; reactome: SLC-mediated transport of amino acids; reactome: Transmission across Chemical Synapses; reactome: Transport of small molecules; wikipathways: Endochondral Ossification; wikipathways: Endochondral Ossification with Skeletal Dysplasias,,,,,,,,
ZDHHC23,-0.8246868219390371,0.0091826008610947,0.0,0.4123434109695185,zDHHC palmitoyltransferase 23,protein-coding,DHHC-23; NIDD,"Predicted to enable protein-cysteine S-palmitoyltransferase activity. Involved in protein localization to plasma membrane and protein palmitoylation. Predicted to be located in Golgi membrane. Predicted to be integral component of membrane. Predicted to be active in Golgi apparatus and endoplasmic reticulum. [provided by Alliance of Genome Resources, Apr 2022]",Golgi apparatus; Golgi membrane; endoplasmic reticulum; palmitoyltransferase activity; protein binding; protein localization to plasma membrane; protein palmitoylation; protein targeting to membrane; protein-cysteine S-palmitoyltransferase activity,,,,,,,,,
GAD1,-0.8220035477581007,0.0059085408347599,0.0,0.4110017738790503,glutamate decarboxylase 1,protein-coding,CPSQ1; DEE89; GAD; GAD-67; SCP,"This gene encodes one of several forms of glutamic acid decarboxylase, identified as a major autoantigen in insulin-dependent diabetes. The enzyme encoded is responsible for catalyzing the production of gamma-aminobutyric acid from L-glutamic acid. A pathogenic role for this enzyme has been identified in the human pancreas since it has been identified as an autoantigen and an autoreactive T cell target in insulin-dependent diabetes. This gene may also play a role in the stiff man syndrome. Deficiency in this enzyme has been shown to lead to pyridoxine dependency with seizures. Alternative splicing of this gene results in two products, the predominant 67-kD form and a less-frequent 25-kD form. [provided by RefSeq, Jul 2008].",GABA biosynthetic process; GABA shunt; GABA-ergic synapse; L-glutamate catabolic process; axon; axon terminus; carbon-carbon lyase activity; carboxy-lyase activity; cell cortex; chemical synaptic transmission; clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane; cytoplasm; glutamate decarboxylase activity; identical protein binding; inhibitory synapse; neuron projection terminus; perinuclear region of cytoplasm; plasma membrane; presynapse; presynaptic active zone; protein binding; pyridoxal phosphate binding; synapse; vesicle membrane,"humancyc: GABA shunt; humancyc: glutamate dependent acid resistance; kegg: Alanine, aspartate and glutamate metabolism - Homo sapiens (human); kegg: Butanoate metabolism - Homo sapiens (human); kegg: GABAergic synapse - Homo sapiens (human); kegg: Taurine and hypotaurine metabolism - Homo sapiens (human); kegg: Type I diabetes mellitus - Homo sapiens (human); kegg: beta-Alanine metabolism - Homo sapiens (human); reactome: GABA synthesis; reactome: GABA synthesis, release, reuptake and degradation; reactome: Gene expression (Transcription); reactome: Generic Transcription Pathway; reactome: MECP2 regulates transcription of genes involved in GABA signaling; reactome: Neuronal System; reactome: Neurotransmitter release cycle; reactome: RNA Polymerase II Transcription; reactome: Transcriptional Regulation by MECP2; reactome: Transmission across Chemical Synapses; smpdb: 2-Hydroxyglutric Aciduria (D And L Form); smpdb: 4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency; smpdb: Aspartate Metabolism; smpdb: Beta-Alanine Metabolism; smpdb: Canavan Disease; smpdb: Carnosinuria, carnosinemia; smpdb: GABA-Transaminase Deficiency; smpdb: Glutamate Metabolism; smpdb: Homocarnosinosis; smpdb: Hyperinsulinism-Hyperammonemia Syndrome; smpdb: Hypoacetylaspartia; smpdb: Succinic semialdehyde dehydrogenase deficiency; smpdb: Taurine and Hypotaurine Metabolism; smpdb: Ureidopropionase deficiency; wikipathways: Alanine and aspartate metabolism; wikipathways: Biogenic Amine Synthesis; wikipathways: Fragile X Syndrome; wikipathways: MECP2 and Associated Rett Syndrome; wikipathways: One-carbon metabolism and related pathways",,,,,,,,
TSPAN7,-0.7992562184751808,0.0074980355678867,0.0,0.3996281092375904,tetraspanin 7,protein-coding,A15; CCG-B7; CD231; DXS1692E; MRX58; MXS1; TALLA-1; TM4SF2; TM4SF2b; XLID58,"The protein encoded by this gene is a member of the transmembrane 4 superfamily, also known as the tetraspanin family. Most of these members are cell-surface proteins that are characterized by the presence of four hydrophobic domains. The proteins mediate signal transduction events that play a role in the regulation of cell development, activation, growth and motility. This encoded protein is a cell surface glycoprotein and may have a role in the control of neurite outgrowth. It is known to complex with integrins. This gene is associated with X-linked cognitive disability and neuropsychiatric diseases such as Huntington's chorea, fragile X syndrome and myotonic dystrophy. [provided by RefSeq, Jul 2008].",membrane; plasma membrane; protein binding,"kegg: Transcriptional misregulation in cancer - Homo sapiens (human); reactome: Cell surface interactions at the vascular wall; reactome: Glutamate binding, activation of AMPA receptors and synaptic plasticity; reactome: Hemostasis; reactome: Neuronal System; reactome: Neurotransmitter receptors and postsynaptic signal transmission; reactome: Trafficking of AMPA receptors; reactome: Trafficking of GluR2-containing AMPA receptors; reactome: Transmission across Chemical Synapses",,,,,,,,
HTR3B,-0.7619581230560679,0.0060232060963247,0.0,0.3809790615280339,5-hydroxytryptamine receptor 3B,protein-coding,5-HT3B,"The product of this gene belongs to the ligand-gated ion channel receptor superfamily. This gene encodes subunit B of the type 3 receptor for 5-hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor causes fast, depolarizing responses in neurons after activation. It is not functional as a homomeric complex, but a pentaheteromeric complex with subunit A (HTR3A) displays the full functional features of this receptor. [provided by RefSeq, Aug 2011].",calcium ion transport; cell surface; extracellular ligand-gated monoatomic ion channel activity; ligand-gated monoatomic ion channel activity; membrane; monoatomic ion channel activity; monoatomic ion transmembrane transport; monoatomic ion transport; plasma membrane; postsynaptic membrane; serotonin receptor signaling pathway; serotonin-activated cation-selective channel complex; serotonin-gated cation-selective signaling pathway; serotonin-gated monoatomic cation channel activity; transmembrane signaling receptor activity; transmembrane transport,kegg: Serotonergic synapse - Homo sapiens (human); kegg: Taste transduction - Homo sapiens (human); reactome: Neuronal System; reactome: Neurotransmitter receptors and postsynaptic signal transmission; reactome: Transmission across Chemical Synapses,,,,,,,,
CSF1,0.7460248745297351,0.0033970653980611,0.0,0.3730124372648675,colony stimulating factor 1,protein-coding,CSF-1; MCSF; PG-M-CSF,"The protein encoded by this gene is a cytokine that controls the production, differentiation, and function of macrophages. The active form of the protein is found extracellularly as a disulfide-linked homodimer, and is thought to be produced by proteolytic cleavage of membrane-bound precursors. The encoded protein may be involved in development of the placenta. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2011].",CSF1-CSF1R complex; cell surface receptor protein tyrosine kinase signaling pathway; cytokine activity; developmental process involved in reproduction; endoplasmic reticulum lumen; extracellular region; growth factor activity; identical protein binding; innate immune response; macrophage colony-stimulating factor receptor binding; macrophage colony-stimulating factor signaling pathway; macrophage differentiation; membrane; microglial cell proliferation; monocyte activation; osteoclast differentiation; perinuclear region of cytoplasm; plasma membrane; positive regulation of cell migration; positive regulation of cell population proliferation; positive regulation of cell-matrix adhesion; positive regulation of gene expression; positive regulation of immune system process; positive regulation of macrophage chemotaxis; positive regulation of macrophage colony-stimulating factor signaling pathway; positive regulation of macrophage derived foam cell differentiation; positive regulation of macrophage differentiation; positive regulation of macrophage migration; positive regulation of microglial cell migration; positive regulation of monocyte differentiation; positive regulation of mononuclear cell proliferation; positive regulation of osteoclast differentiation; positive regulation of protein metabolic process; protein binding; protein homodimerization activity; regulation of macrophage derived foam cell differentiation; response to ischemia; signaling receptor complex,biocarta: mets affect on macrophage differentiation; kegg: Alzheimer disease - Homo sapiens (human); kegg: Cytokine-cytokine receptor interaction - Homo sapiens (human); kegg: Hematopoietic cell lineage - Homo sapiens (human); kegg: MAPK signaling pathway - Homo sapiens (human); kegg: Osteoclast differentiation - Homo sapiens (human); kegg: PI3K-Akt signaling pathway - Homo sapiens (human); kegg: Pathways of neurodegeneration - multiple diseases - Homo sapiens (human); kegg: Rap1 signaling pathway - Homo sapiens (human); kegg: Ras signaling pathway - Homo sapiens (human); kegg: Rheumatoid arthritis - Homo sapiens (human); kegg: TNF signaling pathway - Homo sapiens (human); kegg: Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human); pid: Integrins in angiogenesis; pid: Signaling events mediated by PTP1B; pid: Signaling events mediated by TCPTP; reactome: Cytokine Signaling in Immune system; reactome: Developmental Biology; reactome: Developmental Cell Lineages; reactome: Differentiation of Circulating Monocytes; reactome: Immune System; reactome: Interleukin-10 signaling; reactome: MITF-M-regulated melanocyte development; reactome: Metabolism of proteins; reactome: Other interleukin signaling; reactome: Post-translational protein modification; reactome: Post-translational protein phosphorylation; reactome: Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); reactome: Signaling by CSF1 (M-CSF) in myeloid cells; reactome: Signaling by Interleukins; reactome: Transcriptional and post-translational regulation of MITF-M expression and activity; wikipathways: Cytokines and Inflammatory Response; wikipathways: Development of pulmonary dendritic cells and macrophage subsets; wikipathways: Differentiation Pathway; wikipathways: Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; wikipathways: Folate Metabolism; wikipathways: PI3K-Akt signaling pathway,,,,,,,,
UHRF1,0.7388361900380738,0.0091661838123437,0.0,0.3694180950190369,ubiquitin like with PHD and ring finger domains 1,protein-coding,ICBP90; Np95; RNF106; TDRD22; hNP95; hUHRF1; huNp95,"This gene encodes a member of a subfamily of RING-finger type E3 ubiquitin ligases. The protein binds to specific DNA sequences, and recruits a histone deacetylase to regulate gene expression. Its expression peaks at late G1 phase and continues during G2 and M phases of the cell cycle. It plays a major role in the G1/S transition by regulating topoisomerase IIalpha and retinoblastoma gene expression, and functions in the p53-dependent DNA damage checkpoint. It is regarded as a hub protein for the integration of epigenetic information. This gene is up-regulated in various cancers, and it is therefore considered to be a therapeutic target. Multiple transcript variants encoding different isoforms have been found for this gene. A related pseudogene exists on chromosome 12. [provided by RefSeq, Feb 2014].",DNA damage response; DNA damage sensor activity; chromatin; chromosomal DNA methylation maintenance following DNA replication; chromosome; cis-regulatory region sequence-specific DNA binding; double-strand break repair via homologous recombination; epigenetic regulation of gene expression; euchromatin; hemi-methylated DNA-binding; heterochromatin; heterochromatin formation; histone H3 reader activity; histone H3 ubiquitin ligase activity; histone H3K14 ubiquitin ligase activity; histone H3K18 ubiquitin ligase activity; histone H3K23 ubiquitin ligase activity; histone H3K9me2/3 reader activity; histone binding; homologous recombination; identical protein binding; methyl-CpG binding; mitotic spindle assembly; negative regulation of gene expression via chromosomal CpG island methylation; negative regulation of transcription by RNA polymerase II; nuclear matrix; nucleic acid binding; nucleoplasm; nucleus; positive regulation of protein metabolic process; positive regulation of transcription by RNA polymerase II; protein autoubiquitination; protein binding; protein localization to chromatin; protein ubiquitination; regulation of epithelial cell proliferation; replication fork; response to stress; spindle; ubiquitin protein ligase activity; ubiquitin-dependent protein catabolic process; ubiquitin-protein transferase activity; zinc ion binding,reactome: Chromatin modifications during the maternal to zygotic transition (MZT); reactome: DNA methylation; reactome: Developmental Biology; reactome: Epigenetic regulation of gene expression; reactome: Gene expression (Transcription); reactome: Maternal to zygotic transition (MZT); wikipathways: Pathways affected in adenoid cystic carcinoma,,,,,,,,
DIRAS1,-0.7235824188486291,0.0052414598364815,0.0,0.3617912094243145,DIRAS family GTPase 1,protein-coding,Di-Ras1; GBTS1; RIG,"DIRAS1 belongs to a distinct branch of the functionally diverse Ras (see HRAS; MIM 190020) superfamily of monomeric GTPases.[supplied by OMIM, Apr 2004].",GTP binding; GTPase activity; membrane; mitogen-activated protein kinase binding; plasma membrane; positive regulation of MAP kinase activity; protein binding; signal transduction; small GTPase-mediated signal transduction,,,,,,,,,
ARL4D,-0.7207203016373466,0.0001413680281844,0.0,0.3603601508186733,ARF like GTPase 4D,protein-coding,ARF4L,"ADP-ribosylation factor 4D is a member of the ADP-ribosylation factor family of GTP-binding proteins. ARL4D is closely similar to ARL4A and ARL4C and each has a nuclear localization signal and an unusually high guanine nucleotide exchange rate. This protein may play a role in membrane-associated intracellular trafficking. [provided by RefSeq, Jul 2021].",GTP binding; GTPase activity; cytoplasm; intracellular protein transport; nucleolus; nucleus; plasma membrane; protein binding; protein secretion; vesicle-mediated transport,wikipathways: IL-18 signaling pathway,,,,,,,,
IKZF2,0.6465830486587203,0.003484748633878,0.0,0.3232915243293601,IKAROS family zinc finger 2,protein-coding,ANF1A2; HELIOS; ICHAD; IMDIA; ZNF1A2; ZNFN1A2,"This gene encodes a member of the Ikaros family of zinc-finger proteins. Three members of this protein family (Ikaros, Aiolos and Helios) are hematopoietic-specific transcription factors involved in the regulation of lymphocyte development. This protein forms homo- or hetero-dimers with other Ikaros family members, and is thought to function predominantly in early hematopoietic development. Multiple transcript variants encoding different isoforms have been found for this gene, but the biological validity of some variants has not been determined. [provided by RefSeq, Jul 2008].",DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; nucleoplasm; nucleus; protein binding; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II,"reactome: ATP-dependent chromatin remodelers; reactome: CHD chromatin remodelers; reactome: CHD3, CHD4, CHD5 subfamily; reactome: Chromatin organization; reactome: Interaction of NuRD complexes with transcription factors; reactome: NuRD complex assembly",,,,,,,,
OGDHL,-0.6352570067093737,0.0070655253462277,0.0,0.3176285033546868,oxoglutarate dehydrogenase L,protein-coding,YOBELN,"The protein encoded by this gene is similar to oxoglutarate dehydrogenase (OGDH) of the OGDH complex, which degrades glucose and glutamate. This gene encodes several isoforms, including some that appear to localize to mitochondria. The encoded protein down-regulates the AKT signaling cascade and can suppress the growth of cervical cancer cells. [provided by RefSeq, Dec 2016].","2-oxoglutarate metabolic process; mitochondrial matrix; mitochondrion; oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; oxoglutarate dehydrogenase (succinyl-transferring) activity; oxoglutarate dehydrogenase complex; protein binding; thiamine pyrophosphate binding; tricarboxylic acid cycle",kegg: Citrate cycle (TCA cycle) - Homo sapiens (human),,,,,,,,
ITGB8,0.6352392706299028,0.0037260550504898,0.0,0.3176196353149514,integrin subunit beta 8,protein-coding,,"This gene is a member of the integrin beta chain family and encodes a single-pass type I membrane protein with a VWFA domain and four cysteine-rich repeats. This protein noncovalently binds to an alpha subunit to form a heterodimeric integrin complex. In general, integrin complexes mediate cell-cell and cell-extracellular matrix interactions and this complex plays a role in human airway epithelial proliferation. Alternatively spliced variants which encode different protein isoforms have been described; however, not all variants have been fully characterized. [provided by RefSeq, Jul 2008].",anatomical structure morphogenesis; animal gross anatomical part developmental process; cartilage development; cell adhesion; cell adhesion mediated by integrin; cell differentiation; cell migration; cell surface; cell surface receptor signaling pathway; cell-cell adhesion; cell-matrix adhesion; coreceptor activity; extracellular exosome; extracellular matrix protein binding; focal adhesion; integrin alphav-beta8 complex; integrin binding; integrin complex; integrin-mediated signaling pathway; negative regulation of gene expression; placenta blood vessel development; plasma membrane; positive regulation of angiogenesis; positive regulation of gene expression; vasculogenesis,kegg: Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human); kegg: Cell adhesion molecules - Homo sapiens (human); kegg: Dilated cardiomyopathy - Homo sapiens (human); kegg: ECM-receptor interaction - Homo sapiens (human); kegg: Focal adhesion - Homo sapiens (human); kegg: Human papillomavirus infection - Homo sapiens (human); kegg: Hypertrophic cardiomyopathy - Homo sapiens (human); kegg: PI3K-Akt signaling pathway - Homo sapiens (human); kegg: Regulation of actin cytoskeleton - Homo sapiens (human); pid: Beta5 beta6 beta7 and beta8 integrin cell surface interactions; reactome: Elastic fibre formation; reactome: Extracellular matrix organization; reactome: Integrin cell surface interactions; reactome: Molecules associated with elastic fibres; reactome: Signal Transduction; reactome: Signaling by TGF-beta Receptor Complex; reactome: Signaling by TGFB family members; reactome: TGF-beta receptor signaling activates SMADs; wikipathways: Arrhythmogenic Right Ventricular Cardiomyopathy; wikipathways: Focal Adhesion; wikipathways: Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; wikipathways: Hippo-Merlin Signaling Dysregulation; wikipathways: Integrin-mediated Cell Adhesion; wikipathways: Mechanoregulation and pathology of YAP-TAZ via Hippo and non-Hippo mechanisms; wikipathways: PI3K-Akt signaling pathway,,,,,,,,
PTGS2,-0.6223322469133659,0.0062231209592895,0.0,0.3111661234566829,prostaglandin-endoperoxide synthase 2,protein-coding,COX-2; COX2; GRIPGHS; PGG/HS; PGHS-2; PHS-2; hCox-2,"Prostaglandin-endoperoxide synthase (PTGS), also known as cyclooxygenase, is the key enzyme in prostaglandin biosynthesis, and acts both as a dioxygenase and as a peroxidase. There are two isozymes of PTGS: a constitutive PTGS1 and an inducible PTGS2, which differ in their regulation of expression and tissue distribution. This gene encodes the inducible isozyme. It is regulated by specific stimulatory events, suggesting that it is responsible for the prostanoid biosynthesis involved in inflammation and mitogenesis. [provided by RefSeq, Feb 2009].","brown fat cell differentiation; cellular oxidant detoxification; cellular response to hypoxia; cellular response to non-ionic osmotic stress; cyclooxygenase pathway; cytoplasm; endoplasmic reticulum; endoplasmic reticulum lumen; endoplasmic reticulum membrane; enzyme binding; heme binding; lipoxygenase pathway; long-chain fatty acid biosynthetic process; negative regulation of apoptotic process; negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress; neuron projection; nuclear inner membrane; nuclear outer membrane; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; peroxidase activity; positive regulation of brown fat cell differentiation; positive regulation of cell migration involved in sprouting angiogenesis; positive regulation of fever generation; positive regulation of fibroblast growth factor production; positive regulation of nitric oxide biosynthetic process; positive regulation of platelet-derived growth factor production; positive regulation of prostaglandin biosynthetic process; positive regulation of transforming growth factor beta production; positive regulation of vascular endothelial growth factor production; prostaglandin biosynthetic process; prostaglandin-endoperoxide synthase activity; prostanoid biosynthetic process; protein binding; protein homodimerization activity; regulation of blood pressure; regulation of inflammatory response; regulation of neuroinflammatory response; response to oxidative stress","humancyc: C20 prostanoid biosynthesis; humancyc: aspirin triggered resolvin D biosynthesis; humancyc: aspirin triggered resolvin E biosynthesis; humancyc: aspirin-triggered lipoxin biosynthesis; kegg: Alzheimer disease - Homo sapiens (human); kegg: Arachidonic acid metabolism - Homo sapiens (human); kegg: C-type lectin receptor signaling pathway - Homo sapiens (human); kegg: Chemical carcinogenesis - Homo sapiens (human); kegg: Human cytomegalovirus infection - Homo sapiens (human); kegg: Human papillomavirus infection - Homo sapiens (human); kegg: IL-17 signaling pathway - Homo sapiens (human); kegg: Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human); kegg: Leishmaniasis - Homo sapiens (human); kegg: MicroRNAs in cancer - Homo sapiens (human); kegg: NF-kappa B signaling pathway - Homo sapiens (human); kegg: Ovarian steroidogenesis - Homo sapiens (human); kegg: Oxytocin signaling pathway - Homo sapiens (human); kegg: Pathways in cancer - Homo sapiens (human); kegg: Pathways of neurodegeneration - multiple diseases - Homo sapiens (human); kegg: Regulation of lipolysis in adipocytes - Homo sapiens (human); kegg: Retrograde endocannabinoid signaling - Homo sapiens (human); kegg: Serotonergic synapse - Homo sapiens (human); kegg: Small cell lung cancer - Homo sapiens (human); kegg: TNF signaling pathway - Homo sapiens (human); kegg: VEGF signaling pathway - Homo sapiens (human); pid: C-MYB transcription factor network; pid: Calcineurin-regulated NFAT-dependent transcription in lymphocytes; pid: Calcium signaling in the CD4+ TCR pathway; pid: S1P1 pathway; pid: Signaling mediated by p38-alpha and p38-beta; reactome: Arachidonate metabolism; reactome: Biosynthesis of DHA-derived SPMs; reactome: Biosynthesis of DPA-derived SPMs; reactome: Biosynthesis of DPAn-3 SPMs; reactome: Biosynthesis of EPA-derived SPMs; reactome: Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives; reactome: Biosynthesis of specialized proresolving mediators (SPMs); reactome: Cytokine Signaling in Immune system; reactome: Fatty acid metabolism; reactome: Immune System; reactome: Interleukin-10 signaling; reactome: Interleukin-4 and Interleukin-13 signaling; reactome: Metabolism; reactome: Metabolism of lipids; reactome: Signaling by Interleukins; reactome: Synthesis of 15-eicosatetraenoic acid derivatives; reactome: Synthesis of Prostaglandins (PG) and Thromboxanes (TX); smpdb: Acetaminophen  Action Pathway; smpdb: Acetylsalicylic Acid Action Pathway; smpdb: Antipyrine Action Pathway; smpdb: Antrafenine Action Pathway; smpdb: Arachidonic Acid Metabolism; smpdb: Bromfenac Action Pathway; smpdb: Carprofen Action Pathway; smpdb: Celecoxib Action Pathway; smpdb: Celecoxib Metabolism Pathway; smpdb: Diclofenac Action Pathway; smpdb: Diflunisal Action Pathway; smpdb: Etodolac Action Pathway; smpdb: Etoposide Action Pathway; smpdb: Etoposide Metabolism Pathway; smpdb: Etoricoxib Action Pathway; smpdb: Fenoprofen Action Pathway; smpdb: Flurbiprofen Action Pathway; smpdb: Ibuprofen Action Pathway; smpdb: Ibuprofen Metabolism Pathway; smpdb: Indomethacin Action Pathway; smpdb: Ketoprofen Action Pathway; smpdb: Ketorolac Action Pathway; smpdb: Leukotriene C4 Synthesis Deficiency; smpdb: Lornoxicam Action Pathway; smpdb: Lumiracoxib Action Pathway; smpdb: Magnesium salicylate Action Pathway; smpdb: Mefenamic Acid Action Pathway; smpdb: Meloxicam Action Pathway; smpdb: Nabumetone Action Pathway; smpdb: Naproxen Action Pathway; smpdb: Nepafenac Action Pathway; smpdb: Oxaprozin Action Pathway; smpdb: Phenylbutazone Action Pathway; smpdb: Piroxicam Action Pathway; smpdb: Rofecoxib Action Pathway; smpdb: Salicylate-sodium Action Pathway; smpdb: Salicylic Acid Action Pathway; smpdb: Salsalate Action Pathway; smpdb: Sulindac Action Pathway; smpdb: Suprofen Action Pathway; smpdb: Tenoxicam Action Pathway; smpdb: Tiaprofenic Acid Action Pathway; smpdb: Tolmetin Action Pathway; smpdb: Trisalicylate-choline Action Pathway; smpdb: Valdecoxib Action Pathway; wikipathways: Aryl Hydrocarbon Receptor Netpath; wikipathways: Aspirin and miRNAs; wikipathways: Chromosomal and microsatellite instability in colorectal cancer; wikipathways: Eicosanoid Synthesis; wikipathways: Eicosanoid metabolism via cyclooxygenases (COX); wikipathways: Gastrin signaling pathway; wikipathways: Glucocorticoid Receptor Pathway; wikipathways: Hepatitis C and Hepatocellular Carcinoma; wikipathways: IL-18 signaling pathway; wikipathways: Nuclear Receptors Meta-Pathway; wikipathways: Overview of nanoparticle effects; wikipathways: Photodynamic therapy-induced HIF-1 survival signaling; wikipathways: Photodynamic therapy-induced NF-kB survival signaling; wikipathways: Prostaglandin Synthesis and Regulation; wikipathways: Relationship between inflammation, COX-2 and EGFR; wikipathways: Selenium Micronutrient Network; wikipathways: Small cell lung cancer; wikipathways: Spinal Cord Injury; wikipathways: VEGFA-VEGFR2 Signaling Pathway",,,,,,,,
HVCN1,0.6156990137240745,0.0091593413781506,0.0,0.3078495068620372,hydrogen voltage gated channel 1,protein-coding,HV1; VSOP,"This gene encodes a voltage-gated protein channel protein expressed more highly in certain cells of the immune system. Phagocytic cells produce superoxide anions which require this channel protein, and in B cells this same process facilitates antibody production. This same channel protein, however, can also regulate functions in other cells including spermatozoa. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2012].",apical plasma membrane; cell redox homeostasis; cellular response to pH; cellular response to zinc ion; identical protein binding; membrane; monoatomic ion channel activity; monoatomic ion transport; phagocytic vesicle membrane; plasma membrane; protein binding; protein homodimerization activity; proton transmembrane transport; regulation of acrosome reaction; regulation of intracellular pH; regulation of reactive oxygen species biosynthetic process; response to pH; response to zinc ion; secretory granule membrane; specific granule membrane; sperm flagellum; transmembrane transport; voltage-gated monoatomic cation channel activity; voltage-gated proton channel activity,reactome: Fertilization; reactome: Immune System; reactome: Innate Immune System; reactome: Neutrophil degranulation; reactome: ROS and RNS production in phagocytes; reactome: Reproduction; reactome: Sperm Motility And Taxes,,,,,,,,
ADAM11,-0.6108478658300376,0.0023829143536041,0.0,0.3054239329150188,ADAM metallopeptidase domain 11,protein-coding,MDC,"This gene encodes a member of the ADAM (a disintegrin and metalloprotease) protein family. Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins, and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions, including fertilization, muscle development, and neurogenesis. The encoded preproprotein is proteolytically processed to generate the mature protease. This gene represents a candidate tumor suppressor gene for human breast cancer based on its location within a minimal region of chromosome 17q21 previously defined by tumor deletion mapping. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Jan 2016].",axon; behavioral response to acetic acid induced pain; behavioral response to formalin induced pain; establishment of protein localization; extracellular matrix; integrin binding; integrin-mediated signaling pathway; metalloendopeptidase activity; metallopeptidase activity; multicellular organismal response to stress; perikaryon; plasma membrane; presynaptic membrane; proteolysis,reactome: Developmental Biology; reactome: LGI-ADAM interactions,,,,,,,,
